trip_id,stoptime,bikeid,tripduration,Trip Time,Trip Duration,from_station_id,to_station_id,usertype,latitude_start,longitude_start,latitude_end,longitude_end,dist,day,hour,month,startday,weekend,holiday,Temp,Humidity,Rain Intensity,Wind Speed
23159481,14-06-2019 06:21,2578,,19.88333333,19,113,91,,41.91844,-87.65222,41.88338,-87.64117,4.00432432,4,6,6,14-06-2019,0,0,12.7,70,0.0,2.6
25525006,22-10-2019 17:59,4910,853,14.21666667,14,321,120,Subscriber,41.871962,-87.626106,41.853605,-87.631886,2.096575147,1,17,10,22-10-2019,0,0,24.6,90,0.0,2.2
24121458,02-08-2019 13:53,1641,"1,168.00",19.47,19,198,225,Subscriber,41.881892,-87.648789,41.919936,-87.64883,4.23030115,4,13,2,08-02-2019,0,0,22.9,72,0.0,3.7
23735054,13-07-2019 15:47,5069,"4,688.00",78.13,78,197,35,Customer,41.882134,-87.625125,41.892278,-87.612043,1.563661331,5,14,7,13-07-2019,1,0,32.9,52,0.0,4.0
22768469,22-05-2019 17:57,5178,,20.46666667,20,77,28,,41.882242,-87.641066,41.91468,-87.64332,3.611762161,2,17,5,22-05-2019,0,0,28.0,39,0.0,6.2
25246546,02-10-2019 12:21,4969,974,16.23333333,16,198,210,Customer,41.881892,-87.648789,41.90345,-87.667747,2.865085121,6,12,2,10-02-2019,1,0,24.6,90,0.0,2.2
25363619,09-10-2019 22:21,5555,"1,103.00",18.38333333,18,289,318,Subscriber,41.912133,-87.634656,41.954177,-87.664358,5.281388783,1,22,9,10-09-2019,0,0,24.6,90,0.0,2.2
22880301,29-05-2019 19:26,2512,,9.166666667,9,100,236,,41.888243,-87.63639,41.905664,-87.638517,1.94510996,2,19,5,29-05-2019,0,0,13.2,95,0.0,0.9
25237107,01-10-2019 17:49,6303,867,14.45,14,24,45,Subscriber,41.89186,-87.62062,41.876243,-87.624426,1.764883601,3,17,1,10-01-2019,0,0,24.6,90,0.0,2.2
23967694,25-07-2019 21:42,175,516,8.6,8,77,33,Subscriber,41.882242,-87.641066,41.877181,-87.627844,1.230833896,3,21,7,25-07-2019,0,0,25.6,56,0.0,2.2
25347175,09-10-2019 07:19,5755,"1,056.00",17.6,17,29,195,Subscriber,41.90068,-87.6626,41.884728,-87.619521,3.982601067,1,7,9,10-09-2019,0,0,24.6,90,0.0,2.2
22071507,17-03-2019 16:19,1513,378,6.3,6,66,75,Subscriber,41.885637,-87.641823,41.877245,-87.639366,0.955060338,6,16,3,17-03-2019,1,0,2.2,73,0.0,4.5
23923027,23-07-2019 19:59,4102,406,6.77,6,161,620,Subscriber,41.89576475,-87.62590803,41.898203,-87.637536,0.999878363,1,19,7,23-07-2019,0,0,21.8,70,0.0,1.3
23939544,24-07-2019 17:50,370,"1,375.00",22.92,22,35,623,Customer,41.892278,-87.612043,41.872773,-87.623981,2.383418481,2,17,7,24-07-2019,0,0,22.4,57,0.0,1.2
23665854,10-07-2019 16:39,2847,526,8.77,8,52,77,Subscriber,41.886024,-87.624117,41.882242,-87.641066,1.464776648,0,16,10,07-10-2019,0,0,34.1,44,0.0,4.7
23491267,01-07-2019 16:45,4409,808,13.47,13,117,312,Subscriber,41.94018,-87.65304,41.957879,-87.649519,1.989464103,0,16,1,07-01-2019,0,0,23.9,86,0.0,1.1
24293375,10-08-2019 10:55,4843,"3,073.00",51.22,51,35,35,Customer,41.892278,-87.612043,41.892278,-87.612043,0.000134259,1,10,10,08-10-2019,0,0,24.8,51,0.0,1.7
25739719,20-11-2019 09:34,6632,503,8.383333333,8,90,255,Subscriber,41.8810317,-87.62408432,41.867888,-87.623041,1.464063405,2,9,11,20-11-2019,0,0,24.6,90,0.0,2.2
25889919,15-12-2019 15:40,3079,214,3.566666667,3,106,145,Subscriber,41.897448,-87.628722,41.89858665,-87.62191523,0.577423283,6,15,12,15-12-2019,1,0,24.6,90,0.0,2.2
23185704,15-06-2019 13:57,5238,,6.416666667,6,113,143,,41.91844,-87.65222,41.922167,-87.638888,1.178335968,5,13,6,15-06-2019,1,0,19.0,94,0.0,2.8
24553724,23-08-2019 18:47,6077,"4,258.00",70.97,70,173,90,Customer,41.89691,-87.621743,41.8810317,-87.62408432,1.776191866,4,17,8,23-08-2019,0,0,20.8,69,0.0,5.9
24259671,08-08-2019 17:34,3774,623,10.38,10,133,138,Subscriber,41.88917683,-87.63850577,41.904613,-87.640552,1.724759124,3,17,8,08-08-2019,0,0,24.8,73,0.0,2.9
25921341,21-12-2019 12:23,6261,"1,501.00",25.01666667,25,114,81,Subscriber,41.949399,-87.654529,41.884241,-87.629634,7.532363833,5,11,12,21-12-2019,1,0,24.6,90,0.0,2.2
25486753,19-10-2019 15:05,621,464,7.733333333,7,85,99,Subscriber,41.90096039,-87.62377664,41.89257,-87.614492,1.208708647,5,14,10,19-10-2019,1,0,24.6,90,0.0,2.2
23912187,23-07-2019 14:03,54,"1,213.00",20.22,20,85,177,Customer,41.90096039,-87.62377664,41.926277,-87.630834,2.875010707,1,13,7,23-07-2019,0,0,22.0,67,0.0,4.0
24252968,08-08-2019 12:55,1100,240,4,4,49,287,Subscriber,41.88131982,-87.62952092,41.880317,-87.635185,0.481996764,3,12,8,08-08-2019,0,0,24.5,81,0.0,4.6
22821682,25-05-2019 16:51,3688,,2.366666667,2,359,364,,41.90348607,-87.64335349,41.90021949,-87.64298547,0.364501539,5,16,5,25-05-2019,1,0,27.6,59,0.0,5.5
22813601,25-05-2019 12:10,9,,14.26666667,14,220,94,,41.93262,-87.642385,41.918306,-87.636282,1.669808508,5,11,5,25-05-2019,1,0,24.3,65,0.0,7.4
23081787,09-06-2019 17:55,1048,,33.8,33,47,156,,41.889187,-87.627754,41.93649682,-87.64753866,5.509465208,6,17,6,09-06-2019,1,0,19.3,80,0.0,4.7
24389200,15-08-2019 08:54,4134,977,16.28,16,331,100,Subscriber,41.908537,-87.648627,41.888243,-87.63639,2.473453196,3,8,8,15-08-2019,0,0,21.6,83,0.0,4.3
23727671,13-07-2019 10:34,6412,"1,469.00",24.48,24,239,222,Subscriber,41.966555,-87.688487,41.920195,-87.693033,5.168690252,5,10,7,13-07-2019,1,0,28.4,60,0.0,4.0
23990937,27-07-2019 07:55,1112,"2,431.00",40.52,40,238,238,Subscriber,41.961615,-87.674365,41.961615,-87.674365,0,5,7,7,27-07-2019,1,0,23.2,72,0.0,2.4
22832001,26-05-2019 12:51,399,,21.78333333,21,123,92,,41.922695,-87.697153,41.894556,-87.653449,4.782259288,6,12,5,26-05-2019,1,0,16.5,72,0.0,0.5
22563963,06-05-2019 18:56,1548,,6.8,6,504,160,,41.92463247,-87.68930701,41.910535,-87.689556,1.567702514,0,18,5,06-05-2019,0,0,20.7,83,0.0,0.9
23519861,02-07-2019 22:00,2598,660,11,11,24,100,Subscriber,41.89186,-87.62062,41.888243,-87.63639,1.365939963,3,21,2,07-02-2019,0,0,21.6,100,0.0,1.5
23283486,21-06-2019 16:01,4381,,18.96666667,18,211,255,,41.894448,-87.622663,41.867888,-87.623041,2.953503045,4,15,6,21-06-2019,0,0,15.6,79,0.0,1.4
22141775,27-03-2019 07:46,6168,294,4.9,4,35,173,Subscriber,41.892278,-87.612043,41.89691,-87.621743,0.953881898,2,7,3,27-03-2019,0,0,2.2,50,0.0,3.1
25628854,03-11-2019 14:15,5427,"1,218.00",20.3,20,13,176,Subscriber,41.932418,-87.652705,41.902973,-87.63128,3.723237012,0,13,3,11-03-2019,0,0,24.6,90,0.0,2.2
25584863,28-10-2019 11:12,6393,"1,100.00",18.33333333,18,77,77,Subscriber,41.882242,-87.641066,41.882242,-87.641066,0,0,10,10,28-10-2019,0,0,24.6,90,0.0,2.2
23058455,08-06-2019 12:00,3787,,4.683333333,4,304,299,,41.949065,-87.648601,41.94367,-87.64895,0.600590604,5,11,6,08-06-2019,1,0,24.2,73,0.0,1.5
24406714,16-08-2019 00:10,5181,"2,688.00",44.8,44,113,289,Subscriber,41.91844,-87.65222,41.912133,-87.634656,1.613675739,3,23,8,15-08-2019,0,0,21.6,73,0.0,0.9
22384156,21-04-2019 14:18,590,,20.7,20,332,117,,41.933666,-87.648959,41.94018,-87.65304,0.799120633,6,13,4,21-04-2019,1,0,13.5,62,0.0,2.7
23682011,11-07-2019 12:29,5827,322,5.37,5,115,153,Subscriber,41.936266,-87.652662,41.935733,-87.663576,0.904716605,3,12,11,07-11-2019,0,0,21.2,88,0.0,6.6
23872040,21-07-2019 10:10,6211,331,5.52,5,181,196,Customer,41.890755,-87.632009,41.890573,-87.622072,0.822791713,6,10,7,21-07-2019,1,0,24.9,81,0.0,0.0
24092817,01-08-2019 08:14,1370,346,5.77,5,304,296,Subscriber,41.949065,-87.648601,41.940106,-87.645451,1.029697836,1,8,1,08-01-2019,0,0,21.6,79,0.0,1.3
22310509,13-04-2019 17:08,6031,,9.95,9,86,20,,41.89637337,-87.66098386,41.910522,-87.653106,1.702995275,5,16,4,13-04-2019,1,0,11.7,39,0.0,4.0
24284246,09-08-2019 17:46,634,217,3.62,3,240,318,Subscriber,41.954245,-87.654406,41.954177,-87.664358,0.822999142,6,17,9,08-09-2019,1,0,23.9,61,0.0,2.3
22654248,14-05-2019 17:44,4911,,35.01666667,35,198,501,,41.881892,-87.648789,41.93190197,-87.70119513,7.052050297,1,17,5,14-05-2019,0,0,13.9,65,0.0,2.0
23271905,21-06-2019 05:47,2507,,13.98333333,13,231,344,,41.96167,-87.65464,41.96909,-87.674237,1.818232733,4,5,6,21-06-2019,0,0,14.2,78,0.0,1.2
25720530,17-11-2019 21:03,2121,937,15.61666667,15,240,225,Subscriber,41.954245,-87.654406,41.919936,-87.64883,3.842765877,6,20,11,17-11-2019,1,0,24.6,90,0.0,2.2
24125744,02-08-2019 16:38,2803,"1,132.00",18.87,18,77,29,Subscriber,41.882242,-87.641066,41.90068,-87.6626,2.716720941,4,16,2,08-02-2019,0,0,23.4,69,0.0,4.5
22199517,03-04-2019 08:15,4952,,7.266666667,7,66,48,,41.885637,-87.641823,41.897764,-87.642884,1.351317778,2,8,4,03-04-2019,0,1,-17.2,59,0.0,5.2
22313623,14-04-2019 15:54,2248,,5.2,5,94,182,,41.918306,-87.636282,41.903222,-87.634324,1.685071865,6,15,4,14-04-2019,1,0,1.9,99,0.6,17.2
25231413,01-10-2019 13:40,5191,763,12.71666667,12,145,111,Subscriber,41.89858665,-87.62191523,41.894666,-87.638437,1.435285524,3,13,1,10-01-2019,0,0,24.6,90,0.0,2.2
25459357,17-10-2019 17:31,6461,"1,570.00",26.16666667,26,69,13,Customer,41.90939601,-87.67769193,41.932418,-87.652705,3.290455651,3,17,10,17-10-2019,0,0,24.6,90,0.0,2.2
25829581,05-12-2019 12:42,5535,793,13.21666667,13,181,181,Subscriber,41.890755,-87.632009,41.890755,-87.632009,0,6,12,5,12-05-2019,1,0,24.6,90,0.0,2.2
24452402,18-08-2019 17:14,2289,"2,011.00",33.52,33,24,94,Customer,41.89186,-87.62062,41.918306,-87.636282,3.213638071,6,16,8,18-08-2019,1,0,28.2,67,0.0,2.5
22500947,01-05-2019 21:30,5736,,4.3,4,115,153,,41.936266,-87.652662,41.935733,-87.663576,0.904716605,2,21,5,01-05-2019,0,0,8.1,75,0.0,2.8
24432824,17-08-2019 12:31,1963,376,6.27,6,289,144,Customer,41.912133,-87.634656,41.921822,-87.64414,1.332857648,5,12,8,17-08-2019,1,0,24.1,87,0.6,1.0
22246589,08-04-2019 09:16,5210,,33.75,33,231,142,,41.96167,-87.65464,41.894503,-87.617854,8.064832329,0,8,4,08-04-2019,0,0,23.1,89,0.0,3.0
24532572,22-08-2019 18:21,2876,531,8.85,8,24,74,Subscriber,41.89186,-87.62062,41.893882,-87.641711,1.760182106,3,18,8,22-08-2019,0,0,22.6,63,0.0,3.4
25514352,21-10-2019 18:34,3281,327,5.45,5,316,239,Subscriber,41.96325,-87.679258,41.966555,-87.688487,0.8469354,0,18,10,21-10-2019,0,0,24.6,90,0.0,2.2
21927288,15-02-2019 16:30,2266,334,5.566666667,5,117,131,Subscriber,41.94018,-87.65304,41.939365,-87.668385,1.272448389,4,16,2,15-02-2019,0,0,-4.6,59,0.0,3.9
23947486,25-07-2019 05:49,1697,355,5.92,5,197,196,Subscriber,41.882134,-87.625125,41.890573,-87.622072,0.971812193,3,5,7,25-07-2019,0,0,18.8,72,0.0,1.9
22373566,20-04-2019 15:02,893,,14.61666667,14,123,491,,41.922695,-87.697153,41.94663583,-87.69461476,2.67036586,5,14,4,20-04-2019,1,0,10.0,33,0.0,8.6
24499351,21-08-2019 08:43,4252,641,10.68,10,77,100,Subscriber,41.882242,-87.641066,41.888243,-87.63639,0.771429891,2,8,8,21-08-2019,0,0,22.5,87,0.0,3.0
23017416,06-06-2019 11:10,1032,,21.46666667,21,35,268,,41.892278,-87.612043,41.911722,-87.626804,2.483336401,3,10,6,06-06-2019,0,0,13.7,92,0.0,3.6
23300034,22-06-2019 13:47,2081,,43.05,43,35,254,,41.892278,-87.612043,41.954383,-87.648043,7.520665964,5,13,6,22-06-2019,1,0,17.9,86,0.0,4.2
25228550,01-10-2019 09:39,4384,"1,930.00",32.16666667,32,67,67,Customer,41.92560188,-87.65370804,41.92560188,-87.65370804,0,3,9,1,10-01-2019,0,0,24.6,90,0.0,2.2
21871559,03-02-2019 17:00,2563,577,9.616666667,9,117,347,Subscriber,41.94018,-87.65304,41.950687,-87.6687,1.744251655,5,16,3,02-03-2019,1,0,9.4,89,0.0,4.5
22835386,26-05-2019 16:37,338,,89.95,89,85,465,,41.90096039,-87.62377664,41.9716,-87.650154,8.152165607,6,15,5,26-05-2019,1,0,15.0,81,0.0,1.7
22899890,30-05-2019 20:29,5124,,4.1,4,350,183,,41.895966,-87.667747,41.899113,-87.677212,0.85799099,3,20,5,30-05-2019,0,0,18.0,71,0.0,1.2
24085497,31-07-2019 19:03,4689,696,11.6,11,44,217,Subscriber,41.8847302,-87.62773357,41.886926,-87.656919,2.428335269,2,18,7,31-07-2019,0,0,20.8,68,0.0,4.2
22310504,13-04-2019 17:06,6126,,7.933333333,7,238,257,,41.961615,-87.674365,41.94911,-87.675112,1.391863928,5,16,4,13-04-2019,1,0,11.7,39,0.0,4.0
23637161,09-07-2019 07:57,500,424,7.07,7,117,131,Subscriber,41.94018,-87.65304,41.939365,-87.668385,1.272448389,5,7,9,07-09-2019,1,0,21.6,69,0.0,2.0
23726815,13-07-2019 09:35,5344,373,6.22,6,289,301,Subscriber,41.912133,-87.634656,41.907993,-87.631501,0.529226984,5,9,7,13-07-2019,1,0,27.6,61,0.0,3.8
23864339,20-07-2019 16:58,2144,993,16.55,16,35,85,Customer,41.892278,-87.612043,41.90096039,-87.62377664,1.3693948,5,16,7,20-07-2019,1,0,34.2,54,0.0,5.7
22318793,15-04-2019 16:04,6431,,28.21666667,28,173,214,,41.89691,-87.621743,41.89122,-87.67686,4.605773134,0,15,4,15-04-2019,0,0,10.6,42,0.0,2.7
22113049,22-03-2019 23:35,5645,220,3.666666667,3,67,152,Subscriber,41.92560188,-87.65370804,41.932225,-87.658617,0.841003123,4,23,3,22-03-2019,0,0,1.9,78,0.0,1.9
24293180,10-08-2019 10:37,306,"2,491.00",41.52,41,94,76,Customer,41.918306,-87.636282,41.880958,-87.616743,4.456652388,1,9,10,08-10-2019,0,0,23.4,56,0.0,1.9
24515073,21-08-2019 22:28,5614,"1,639.00",27.32,27,35,338,Customer,41.892278,-87.612043,41.857611,-87.619407,3.902715458,2,22,8,21-08-2019,0,0,24.5,82,0.0,3.5
24454671,18-08-2019 18:27,6120,628,10.47,10,150,4,Subscriber,41.838556,-87.608218,41.856268,-87.613348,2.014803309,6,18,8,18-08-2019,1,0,27.8,66,0.0,4.1
22476644,28-04-2019 18:17,6155,,22.7,22,332,186,,41.933666,-87.648959,41.891795,-87.658751,4.725821994,6,17,4,28-04-2019,1,0,7.1,70,0.0,3.7
21915857,13-02-2019 16:58,1163,614,10.23333333,10,106,91,Subscriber,41.897448,-87.628722,41.88338,-87.64117,1.873158139,2,16,2,13-02-2019,0,0,-2.6,70,0.0,7.0
25278935,04-10-2019 16:25,5173,285,4.75,4,81,91,Subscriber,41.884241,-87.629634,41.88338,-87.64117,0.959790591,2,16,4,10-04-2019,0,0,24.6,90,0.0,2.2
21746812,02-01-2019 14:17,6427,772,12.86666667,12,133,301,Subscriber,41.88917683,-87.63850577,41.907993,-87.631501,2.171100378,4,14,2,01-02-2019,0,0,-0.3,82,0.0,5.5
22192123,02-04-2019 13:58,4509,,23.73333333,23,211,157,,41.894448,-87.622663,41.936669,-87.636794,4.838173461,1,13,4,02-04-2019,0,0,10.9,97,0.0,4.5
23946356,24-07-2019 22:13,3131,"1,020.00",17,17,291,181,Subscriber,41.906724,-87.63483,41.890755,-87.632009,1.790956065,2,21,7,24-07-2019,0,0,21.5,64,0.0,0.7
22404103,22-04-2019 17:41,5607,,44.6,44,35,303,,41.892278,-87.612043,41.945529,-87.646439,6.569643735,0,16,4,22-04-2019,0,0,25.8,43,0.0,5.3
25463181,17-10-2019 20:26,6036,713,11.88333333,11,161,84,Subscriber,41.89576475,-87.62590803,41.891578,-87.648384,1.9177432,3,20,10,17-10-2019,0,0,24.6,90,0.0,2.2
24294110,10-08-2019 10:42,214,502,8.37,8,24,212,Subscriber,41.89186,-87.62062,41.892154,-87.636928,1.350274621,1,10,10,08-10-2019,0,0,24.8,51,0.0,1.7
21977843,28-02-2019 08:32,6230,"1,342.00",22.36666667,22,69,174,Subscriber,41.90939601,-87.67769193,41.882091,-87.639833,4.363202087,3,8,2,28-02-2019,0,0,-7.2,66,0.0,1.0
22605869,10-05-2019 10:51,5258,,9.95,9,94,620,,41.918306,-87.636282,41.898203,-87.637536,2.237759032,4,10,5,10-05-2019,0,0,10.8,35,0.0,6.6
25791069,27-11-2019 14:47,6891,532,8.866666667,8,173,301,Subscriber,41.89691,-87.621743,41.907993,-87.631501,1.473405749,2,14,11,27-11-2019,0,0,24.6,90,0.0,2.2
23624904,08-07-2019 15:56,2777,"1,204.00",20.07,20,35,52,Customer,41.892278,-87.612043,41.886024,-87.624117,1.217586218,2,15,8,07-08-2019,0,0,20.4,85,0.0,3.4
23281129,21-06-2019 14:03,3798,,13.15,13,77,136,,41.882242,-87.641066,41.865054,-87.656959,2.320423104,4,13,6,21-06-2019,0,0,15.7,79,0.0,1.9
25226145,01-10-2019 08:15,5877,"1,406.00",23.43333333,23,72,66,Subscriber,41.860384,-87.625813,41.885637,-87.641823,3.105177372,3,7,1,10-01-2019,0,0,24.6,90,0.0,2.2
23899999,22-07-2019 19:01,2941,919,15.32,15,198,195,Subscriber,41.881892,-87.648789,41.884728,-87.619521,2.44339521,0,18,7,22-07-2019,0,0,21.3,70,0.0,5.1
22558612,06-05-2019 12:38,2069,,11.91666667,11,161,99,,41.89576475,-87.62590803,41.89257,-87.614492,1.009488482,0,12,5,06-05-2019,0,0,26.1,59,0.0,4.5
24137582,03-08-2019 09:10,5038,546,9.1,9,229,232,Subscriber,41.943739,-87.66402,41.949275,-87.646303,1.589310033,4,9,3,08-03-2019,0,0,22.8,81,0.0,1.9
21745055,02-01-2019 08:17,6071,"1,362.00",22.7,22,144,286,Subscriber,41.921822,-87.64414,41.878724,-87.634793,4.854315285,4,7,2,01-02-2019,0,0,-0.5,90,0.0,1.4
23157771,13-06-2019 21:28,4505,,25.21666667,25,181,250,,41.890755,-87.632009,41.936083,-87.669807,5.93179642,3,21,6,13-06-2019,0,0,15.5,64,0.0,1.7
21804878,11-01-2019 17:55,5093,482,8.033333333,8,49,212,Subscriber,41.88131982,-87.62952092,41.892154,-87.636928,1.351771722,4,17,11,01-11-2019,0,0,-0.2,68,0.0,2.5
23493387,01-07-2019 17:30,1938,685,11.42,11,94,225,Customer,41.918306,-87.636282,41.919936,-87.64883,1.053909621,0,17,1,07-01-2019,0,0,25.1,80,0.0,0.0
24212692,06-08-2019 16:22,1137,402,6.7,6,210,92,Subscriber,41.90345,-87.667747,41.894556,-87.653449,1.542215828,5,16,6,08-06-2019,1,0,23.9,82,0.0,1.9
24594150,25-08-2019 16:16,3352,646,10.77,10,194,192,Customer,41.886875,-87.62603,41.879255,-87.639904,1.427281982,6,16,8,25-08-2019,1,0,23.1,66,0.0,5.1
24402802,15-08-2019 18:59,3371,722,12.03,12,69,215,Subscriber,41.90939601,-87.67769193,41.88137,-87.67493,3.12472365,3,18,8,15-08-2019,0,0,22.0,78,0.0,3.3
22061718,15-03-2019 18:25,6325,176,2.933333333,2,115,300,Subscriber,41.936266,-87.652662,41.937725,-87.644095,0.726959183,4,18,3,15-03-2019,0,0,4.9,63,0.0,4.5
22906769,31-05-2019 10:06,5236,,8.533333333,8,198,81,,41.881892,-87.648789,41.884241,-87.629634,1.607125837,4,9,5,31-05-2019,0,0,21.3,71,0.0,2.7
23612061,07-07-2019 15:39,1920,518,8.63,8,117,304,Subscriber,41.94018,-87.65304,41.949065,-87.648601,1.053975271,6,15,7,07-07-2019,1,0,19.6,87,0.0,5.4
22359050,18-04-2019 18:47,2069,,39.31666667,39,313,324,,41.925858,-87.638973,41.93132,-87.638742,0.607647249,3,18,4,18-04-2019,0,0,5.8,96,0.0,3.9
24053523,30-07-2019 12:22,5342,191,3.18,3,359,48,Customer,41.90348607,-87.64335349,41.897764,-87.642884,0.637450522,1,12,7,30-07-2019,0,0,21.4,86,0.0,5.0
23685485,11-07-2019 15:46,531,504,8.4,8,331,172,Subscriber,41.908537,-87.648627,41.9023087,-87.62769053,1.865917079,3,15,11,07-11-2019,0,0,20.9,85,0.0,3.2
24357797,13-08-2019 17:03,2635,574,9.57,9,194,111,Subscriber,41.886875,-87.62603,41.894666,-87.638437,1.343589623,1,16,8,13-08-2019,0,0,24.5,91,0.0,3.7
23750838,14-07-2019 11:51,1239,694,11.57,11,224,268,Subscriber,41.913778,-87.64884,41.911722,-87.626804,1.837691895,6,11,7,14-07-2019,1,0,23.6,84,0.0,2.8
21950493,21-02-2019 18:33,3948,527,8.783333333,8,49,56,Subscriber,41.88131982,-87.62952092,41.88871604,-87.64444785,1.484360429,3,18,2,21-02-2019,0,0,0.6,62,0.0,2.6
21881801,05-02-2019 12:55,3454,732,12.2,12,145,195,Subscriber,41.89858665,-87.62191523,41.884728,-87.619521,1.553702813,3,12,5,02-05-2019,0,0,0.4,79,0.0,4.5
23513597,02-07-2019 16:48,3764,316,5.27,5,254,303,Subscriber,41.954383,-87.648043,41.945529,-87.646439,0.993415905,3,16,2,07-02-2019,0,0,32.6,54,0.0,5.8
25271658,04-10-2019 08:01,4136,321,5.35,5,133,174,Subscriber,41.88917683,-87.63850577,41.882091,-87.639833,0.795532041,2,7,4,10-04-2019,0,0,24.6,90,0.0,2.2
24063759,30-07-2019 19:00,1913,"1,388.00",23.13,23,106,166,Subscriber,41.897448,-87.628722,41.92883,-87.668507,4.797343057,1,18,7,30-07-2019,0,0,21.8,78,0.0,2.8
22594579,09-05-2019 15:29,4074,,10.61666667,10,113,188,,41.91844,-87.65222,41.92533,-87.6658,1.359894832,3,15,5,09-05-2019,0,0,19.2,73,0.0,3.2
23963067,25-07-2019 18:30,809,"1,141.00",19.02,19,482,123,Subscriber,41.96152593,-87.69116504,41.922695,-87.697153,4.346113057,3,18,7,25-07-2019,0,0,24.3,73,0.0,1.6
21887797,06-02-2019 13:16,5181,"1,346.00",22.43333333,22,313,142,Subscriber,41.925858,-87.638973,41.894503,-87.617854,3.899991148,6,12,6,02-06-2019,1,0,2.1,97,0.0,3.7
25413786,14-10-2019 13:00,2704,"2,209.00",36.81666667,36,35,341,Customer,41.892278,-87.612043,41.866095,-87.607267,2.938144845,0,12,10,14-10-2019,0,1,24.6,90,0.0,2.2
22540985,05-05-2019 14:02,1364,,26.58333333,26,313,35,,41.925858,-87.638973,41.892278,-87.612043,4.348385067,6,13,5,05-05-2019,1,0,15.3,63,0.0,3.0
22735998,20-05-2019 12:57,3770,,35.96666667,35,67,222,,41.92560188,-87.65370804,41.920195,-87.693033,3.308593883,0,12,5,20-05-2019,0,0,9.5,77,0.0,4.4
24266983,08-08-2019 22:44,1375,"2,533.00",42.22,42,256,176,Subscriber,41.952833,-87.649993,41.902973,-87.63128,5.756254958,3,22,8,08-08-2019,0,0,23.4,74,0.0,1.5
22958181,03-06-2019 08:35,5679,,11.36666667,11,77,47,,41.882242,-87.641066,41.889187,-87.627754,1.345646378,0,8,6,03-06-2019,0,0,-10.0,67,0.0,4.6
23535761,03-07-2019 18:43,824,"2,477.00",41.28,41,173,245,Subscriber,41.89691,-87.621743,41.961004,-87.649603,7.490324929,3,18,3,07-03-2019,0,0,22.0,94,0.0,3.2
22845835,27-05-2019 10:54,1082,,17.91666667,17,257,501,,41.94911,-87.675112,41.93190197,-87.70119513,2.883661049,0,10,5,27-05-2019,0,1,13.3,86,0.0,1.4
23834140,18-07-2019 20:51,5237,"1,553.00",25.88,25,87,304,Customer,41.92556258,-87.65840426,41.949065,-87.648601,2.736260775,3,20,7,18-07-2019,0,0,31.5,74,0.0,5.4
22348782,17-04-2019 17:50,1608,,4.083333333,4,77,112,,41.882242,-87.641066,41.883668,-87.64867,0.649165943,2,17,4,17-04-2019,0,0,24.1,51,0.0,6.6
22562789,06-05-2019 17:59,568,,12.6,12,304,220,,41.949065,-87.648601,41.93262,-87.642385,1.899502425,0,17,5,06-05-2019,0,0,21.4,80,0.0,0.4
